NATIONAL GEOCHEMICAL SURVEY OF AUSTRALIA: THE MERCURY CONCENTRATIONS DATASET,,,,,,,,,,
CITE AS: Schneider; L.; Taylor; J.R.; Caritat; P. de 2025. National Geochemical Survey of Australia: The Mercury Concentrations Dataset. Geoscience Australia Dataset; Canberra. https://pid.geoscience.gov.au/dataset/ga/150328,,,,,,,,,,
NOTES: NGSA SITEIDs were numbered from 2007190001 to 2007191600 then randomly allocated to individual States or the Northern Territory. As some SITEIDs were reserved for insertion of QA/QC samples and only 86% of targeted sites were sampled gaps occur in the list of SITEIDs (e.g. no data for SITEID = 2007190006),,,,,,,,,,
Geochemical data consist of total Hg concentrations. For more Methods details see Schneider et al. (2026) @ https://doi.org/10.1021/acs.est.5c11189,,,,,,,,,,
Extraction: Total Hg measured by direct analysis (no digestion) on approximately 100 mg of sample,,,,,,,,,,
Analysis: Milestone tri-cell direct mercury analyser (tri-cell DMA-80) reported in ng/g (= parts per billion; ppb) on dry weight basis with a Limit of Detection of 0.01 ng Hg,,,,,,,,,,
Additional geochemical data from the National Geochemical Survey of Australia available from http://dx.doi.org/10.11636/Record.2011.020; additional field site information available from http://pid.geoscience.gov.au/dataset/ga/70478,,,,,,,,,,
© Commonwealth of Australia (Geoscience Australia) 2025. This material is released under the Creative Commons Attribution 4.0 Australia Licence http://creativecommons.org/licenses/by/4.0/,,,,,,,,,,
,,,,,,,,,,
Last Updated: 31 March 2025,,,,,,,,,,
,,,,,,,,,,
SITEID,DATE_SAMPLED,LATITUDE_GDA94,LONGITUDE_GDA94,STATE,DUPLICATE_CODE,DUPLICATE_SITEID,SAMPLEID,GRAIN_SIZE,DEPTH,Hg_DMA_ng/g_0.01
2007190812,10/05/2007,-37.7864,144.5886,VIC, ,,2007190812001 Fine,<75 µm,TOS,83.28
2007190812,10/05/2007,-37.7864,144.5886,VIC, ,,2007190812002 Fine,<75 µm,BOS,69.21
2007190813,23/01/2008,-35.0229,144.5282,NSW,Duplicate 2,2007190698,2007190813001 Fine,<75 µm,TOS,18.32
2007190813,23/01/2008,-35.0229,144.5282,NSW,Duplicate 2,2007190698,2007190813002 Fine,<75 µm,BOS,25.03
2007190814,30/09/2009,-32.1583,136.7845,SA, ,,2007190814002 Fine,<75 µm,BOS,6.36
2007190816,26/09/2007,-19.557,141.0141,QLD, ,,2007190816001 Fine,<75 µm,TOS,9.17
2007190816,26/09/2007,-19.557,141.0141,QLD, ,,2007190816002 Fine,<75 µm,BOS,7.83
2007190817,27/07/2008,-18.6792,132.9901,NT, ,,2007190817001 Fine,<75 µm,TOS,12.15
2007190817,27/07/2008,-18.6792,132.9901,NT, ,,2007190817002 Fine,<75 µm,BOS,8.21
2007190818,19/02/2008,-34.2657,119.4026,WA,Duplicate 1,2007191157,2007190818001 Fine,<75 µm,TOS,18.07
2007190818,19/02/2008,-34.2657,119.4026,WA,Duplicate 1,2007191157,2007190818002 Fine,<75 µm,BOS,18.86
2007190819,3/03/2008,-28.7638,120.6231,WA, ,,2007190819001 Fine,<75 µm,TOS,44.91
2007190819,3/03/2008,-28.7638,120.6231,WA, ,,2007190819002 Fine,<75 µm,BOS,49.82
2007190821,25/09/2007,-16.9476,142.0767,QLD, ,,2007190821001 Fine,<75 µm,TOS,14.68
2007190821,25/09/2007,-16.9476,142.0767,QLD, ,,2007190821002 Fine,<75 µm,BOS,4.29
2007190822,29/01/2008,-30.7745,125.899,WA, ,,2007190822001 Fine,<75 µm,TOS,34.49
2007190822,29/01/2008,-30.7745,125.899,WA, ,,2007190822002 Fine,<75 µm,BOS,28.65
2007190823,2/06/2008,-41.6596,144.9343,TAS, ,,2007190823001 Fine,<75 µm,TOS,139.54
2007190823,2/06/2008,-41.6596,144.9343,TAS, ,,2007190823002 Fine,<75 µm,BOS,15.81
2007190825,27/09/2007,-20.3082,141.1586,QLD,Duplicate 1,2007191214,2007190825001 Fine,<75 µm,TOS,5.54
2007190825,27/09/2007,-20.3082,141.1586,QLD,Duplicate 1,2007191214,2007190825002 Fine,<75 µm,BOS,7.63
2007190826,31/05/2008,-20.9023,129.3486,NT,Duplicate 1,2007191052,2007190826001 Fine,<75 µm,TOS,20.22
2007190826,31/05/2008,-20.9023,129.3486,NT,Duplicate 1,2007191052,2007190826002 Fine,<75 µm,BOS,38.5
2007190827,23/02/2008,-27.1987,119.9535,WA,Duplicate 1,2007191440,2007190827001 Fine,<75 µm,TOS,24.07
2007190827,23/02/2008,-27.1987,119.9535,WA,Duplicate 1,2007191440,2007190827002 Fine,<75 µm,BOS,21.07
2007190829,6/10/2008,-19.9877,120.2173,WA, ,,2007190829001 Fine,<75 µm,TOS,12.57
2007190829,6/10/2008,-19.9877,120.2173,WA, ,,2007190829002 Fine,<75 µm,BOS,10.72
2007190830,18/09/2007,-20.1489,138.039,QLD, ,,2007190830001 Fine,<75 µm,TOS,9.94
2007190830,18/09/2007,-20.1489,138.039,QLD, ,,2007190830002 Fine,<75 µm,BOS,7.48
2007190831,24/09/2007,-16.8195,141.322,QLD, ,,2007190831001 Fine,<75 µm,TOS,14.09
2007190831,24/09/2007,-16.8195,141.322,QLD, ,,2007190831002 Fine,<75 µm,BOS,13.48
2007190832,23/07/2008,-29.692,133.4757,SA, ,,2007190832001 Fine,<75 µm,TOS,19.22
2007190833,14/05/2008,-22.9338,136.7838,NT, ,,2007190833001 Fine,<75 µm,TOS,5.47
2007190833,14/05/2008,-22.9338,136.7838,NT, ,,2007190833002 Fine,<75 µm,BOS,8.31
2007190834,15/12/2007,-33.8291,120.7939,WA,Duplicate 1,2007190889,2007190834001 Fine,<75 µm,TOS,48.5
2007190834,15/12/2007,-33.8291,120.7939,WA,Duplicate 1,2007190889,2007190834002 Fine,<75 µm,BOS,18.36
2007190835,21/06/2009,-31.2677,131.6912,SA, ,,2007190835001 Fine,<75 µm,TOS,57.62
2007190835,21/06/2009,-31.2677,131.6912,SA, ,,2007190835002 Fine,<75 µm,BOS,52.2
2007190836,4/01/2008,-22.7136,114.3487,WA, ,,2007190836001 Fine,<75 µm,TOS,14.8
2007190836,4/01/2008,-22.7136,114.3487,WA, ,,2007190836002 Fine,<75 µm,BOS,13.01
2007190838,16/04/2008,-29.3724,146.7202,NSW, ,,2007190838001 Fine,<75 µm,TOS,22.06
2007190838,16/04/2008,-29.3724,146.7202,NSW, ,,2007190838002 Fine,<75 µm,BOS,11.06
2007190839,25/07/2007,-25.4467,151.6675,QLD, ,,2007190839002 Fine,<75 µm,BOS,42.7
2007190841,4/06/2008,-22.4111,139.96,QLD, ,,2007190841001 Fine,<75 µm,TOS,7.69
2007190841,4/06/2008,-22.4111,139.96,QLD, ,,2007190841002 Fine,<75 µm,BOS,1.63
2007190842,26/09/2007,-19.5426,140.8561,QLD, ,,2007190842001 Fine,<75 µm,TOS,12.06
2007190842,26/09/2007,-19.5426,140.8561,QLD, ,,2007190842002 Fine,<75 µm,BOS,8.62
2007190843,17/11/2008,-22.6511,150.4609,QLD, ,,2007190843001 Fine,<75 µm,TOS,24.52
2007190843,17/11/2008,-22.6511,150.4609,QLD, ,,2007190843002 Fine,<75 µm,BOS,16.8
2007190844,23/11/2008,-34.5769,135.5716,SA, ,,2007190844001 Fine,<75 µm,TOS,48.46
2007190844,23/11/2008,-34.5769,135.5716,SA, ,,2007190844002 Fine,<75 µm,BOS,21.07
2007190846,27/05/2008,-25.7546,142.358,QLD, ,,2007190846001 Fine,<75 µm,TOS,9.19
2007190846,27/05/2008,-25.7546,142.358,QLD, ,,2007190846002 Fine,<75 µm,BOS,7.13
2007190847,11/10/2009,-34.6643,138.488,SA, ,,2007190847001 Fine,<75 µm,TOS,39.61
2007190847,11/10/2009,-34.6643,138.488,SA, ,,2007190847002 Fine,<75 µm,BOS,19.37
2007190848,5/09/2008,-25.2016,135.6912,NT, ,,2007190848001 Fine,<75 µm,TOS,4.54
2007190848,5/09/2008,-25.2016,135.6912,NT, ,,2007190848002 Fine,<75 µm,BOS,5.49
2007190849,31/10/2007,-28.4337,146.6553,QLD,Duplicate 1,2007191277,2007190849001 Fine,<75 µm,TOS,97.21
2007190849,31/10/2007,-28.4337,146.6553,QLD,Duplicate 1,2007191277,2007190849002 Fine,<75 µm,BOS,31.15
2007190850,15/06/2008,-16.7362,123.9094,WA, ,,2007190850001 Fine,<75 µm,TOS,9.29
2007190850,15/06/2008,-16.7362,123.9094,WA, ,,2007190850002 Fine,<75 µm,BOS,7.94
2007190851,19/07/2007,-32.2507,138.1616,SA, ,,2007190851001 Fine,<75 µm,TOS,6.72
2007190851,19/07/2007,-32.2507,138.1616,SA, ,,2007190851002 Fine,<75 µm,BOS,7.77
2007190852,31/05/2008,-21.0199,130.103,NT, ,,2007190852001 Fine,<75 µm,TOS,11.49
2007190852,31/05/2008,-21.0199,130.103,NT, ,,2007190852002 Fine,<75 µm,BOS,9.85
2007190853,18/07/2007,-32.272,137.754,SA,Duplicate 1,2007190939,2007190853001 Fine,<75 µm,TOS,12.57
2007190854,15/07/2008,-30.5352,135.5389,SA, ,,2007190854001 Fine,<75 µm,TOS,9.41
2007190854,15/07/2008,-30.5352,135.5389,SA, ,,2007190854002 Fine,<75 µm,BOS,10.31
2007190855,26/02/2008,-26.6075,118.1663,WA, ,,2007190855001 Fine,<75 µm,TOS,43.71
2007190855,26/02/2008,-26.6075,118.1663,WA, ,,2007190855002 Fine,<75 µm,BOS,19.44
2007190856,16/07/2008,-15.0455,135.2102,NT,Duplicate 2,2007190357,2007190856001 Fine,<75 µm,TOS,5.48
2007190856,16/07/2008,-15.0455,135.2102,NT,Duplicate 2,2007190357,2007190856002 Fine,<75 µm,BOS,4.3
2007190857,20/04/2008,-24.2548,135.2333,NT, ,,2007190857001 Fine,<75 µm,TOS,19.73
2007190857,20/04/2008,-24.2548,135.2333,NT, ,,2007190857002 Fine,<75 µm,BOS,10.33
2007190858,29/09/2007,-18.1389,141.1677,QLD, ,,2007190858001 Fine,<75 µm,TOS,14.65
2007190858,29/09/2007,-18.1389,141.1677,QLD, ,,2007190858002 Fine,<75 µm,BOS,9.68
2007190859,4/03/2008,-20.876,116.5133,WA, ,,2007190859001 Fine,<75 µm,TOS,3.3
2007190859,4/03/2008,-20.876,116.5133,WA, ,,2007190859002 Fine,<75 µm,BOS,2.81
2007190861,20/02/2008,-29.545,116.7141,WA, ,,2007190861001 Fine,<75 µm,TOS,11.28
2007190861,20/02/2008,-29.545,116.7141,WA, ,,2007190861002 Fine,<75 µm,BOS,13.14
2007190862,17/07/2008,-16.1606,136.7569,NT, ,,2007190862001 Fine,<75 µm,TOS,6.86
2007190862,17/07/2008,-16.1606,136.7569,NT, ,,2007190862002 Fine,<75 µm,BOS,3.83
2007190864,29/04/2008,-29.353,117.818,WA, ,,2007190864001 Fine,<75 µm,TOS,19.33
2007190864,29/04/2008,-29.353,117.818,WA, ,,2007190864002 Fine,<75 µm,BOS,22.46
2007190866,20/09/2007,-15.1022,133.0758,NT, ,,2007190866001 Fine,<75 µm,TOS,27.3
2007190866,20/09/2007,-15.1022,133.0758,NT, ,,2007190866002 Fine,<75 µm,BOS,39.17
2007190867,31/03/2008,-23.5566,145.805,QLD, ,,2007190867001 Fine,<75 µm,TOS,11.56
2007190867,31/03/2008,-23.5566,145.805,QLD, ,,2007190867002 Fine,<75 µm,BOS,12.32
2007190868,7/09/2008,-14.8267,130.1846,NT, ,,2007190868001 Fine,<75 µm,TOS,6.48
2007190868,7/09/2008,-14.8267,130.1846,NT, ,,2007190868002 Fine,<75 µm,BOS,2.73
2007190870,21/08/2009,-31.9877,137.209,SA, ,,2007190870001 Fine,<75 µm,TOS,23.21
2007190870,21/08/2009,-31.9877,137.209,SA, ,,2007190870002 Fine,<75 µm,BOS,27.37
2007190871,15/12/2007,-33.5921,122.1733,WA, ,,2007190871001 Fine,<75 µm,TOS,13.94
2007190871,15/12/2007,-33.5921,122.1733,WA, ,,2007190871002 Fine,<75 µm,BOS,38.55
2007190874,27/07/2008,-17.4093,130.7745,NT,Duplicate 1,2007191297,2007190874001 Fine,<75 µm,TOS,12.38
2007190874,27/07/2008,-17.4093,130.7745,NT,Duplicate 1,2007191297,2007190874002 Fine,<75 µm,BOS,19.88
2007190875,8/12/2008,-28.1323,136.783,SA,Duplicate 2,2007190256,2007190875001 Fine,<75 µm,TOS,11.58
2007190875,8/12/2008,-28.1323,136.783,SA,Duplicate 2,2007190256,2007190875002 Fine,<75 µm,BOS,6.01
2007190876,8/07/2007,-20.4024,147.3504,QLD,Duplicate 2,2007190035,2007190876001 Fine,<75 µm,TOS,12.43
2007190876,8/07/2007,-20.4024,147.3504,QLD,Duplicate 2,2007190035,2007190876002 Fine,<75 µm,BOS,11.76
2007190877,16/01/2008,-34.9843,116.6303,WA, ,,2007190877001 Fine,<75 µm,TOS,84.82
2007190877,16/01/2008,-34.9843,116.6303,WA, ,,2007190877002 Fine,<75 µm,BOS,21.69
2007190878,24/07/2007,-25.589,152.7003,QLD, ,,2007190878001 Fine,<75 µm,TOS,233.82
2007190878,24/07/2007,-25.589,152.7003,QLD, ,,2007190878002 Fine,<75 µm,BOS,51.08
2007190879,20/09/2007,-14.7153,132.0814,NT, ,,2007190879001 Fine,<75 µm,TOS,15.28
2007190879,20/09/2007,-14.7153,132.0814,NT, ,,2007190879002 Fine,<75 µm,BOS,8.89
2007190881,23/02/2008,-27.6989,117.984,WA, ,,2007190881001 Fine,<75 µm,TOS,8.17
2007190881,23/02/2008,-27.6989,117.984,WA, ,,2007190881002 Fine,<75 µm,BOS,0.9
2007190882,4/11/2008,-17.7516,131.534,NT, ,,2007190882001 Fine,<75 µm,TOS,12.26
2007190882,4/11/2008,-17.7516,131.534,NT, ,,2007190882002 Fine,<75 µm,BOS,8.41
2007190883,5/12/2008,-26.546,115.4845,WA, ,,2007190883001 Fine,<75 µm,TOS,26.04
2007190883,5/12/2008,-26.546,115.4845,WA, ,,2007190883002 Fine,<75 µm,BOS,5.47
2007190884,15/07/2008,-16.6439,135.8449,NT, ,,2007190884001 Fine,<75 µm,TOS,12.18
2007190884,15/07/2008,-16.6439,135.8449,NT, ,,2007190884002 Fine,<75 µm,BOS,7.61
2007190885,23/10/2007,-35.7758,143.9195,VIC, ,,2007190885001 Fine,<75 µm,TOS,185.71
2007190885,23/10/2007,-35.7758,143.9195,VIC, ,,2007190885002 Fine,<75 µm,BOS,19.6
2007190886,15/04/2008,-38.6608,146.2738,VIC, ,,2007190886001 Fine,<75 µm,TOS,51.25
2007190886,15/04/2008,-38.6608,146.2738,VIC, ,,2007190886002 Fine,<75 µm,BOS,42.65
2007190887,13/07/2008,-13.7987,130.4168,NT,Duplicate 1,2007191058,2007190887001 Fine,<75 µm,TOS,12.7
2007190887,13/07/2008,-13.7987,130.4168,NT,Duplicate 1,2007191058,2007190887002 Fine,<75 µm,BOS,12.79
2007190888,5/03/2009,-33.5035,135.3287,SA, ,,2007190888001 Fine,<75 µm,TOS,35.17
2007190888,5/03/2009,-33.5035,135.3287,SA, ,,2007190888002 Fine,<75 µm,BOS,26.55
2007190889,15/12/2007,-33.8296,120.7941,WA,Duplicate 2,2007190834,2007190889001 Fine,<75 µm,TOS,21.68
2007190890,7/03/2007,-31.202,119.2939,WA, ,,2007190890002 Fine,<75 µm,BOS,2.95
2007190891,15/05/2008,-21.8688,136.077,NT, ,,2007190891001 Fine,<75 µm,TOS,27.65
2007190891,15/05/2008,-21.8688,136.077,NT, ,,2007190891002 Fine,<75 µm,BOS,13.26
2007190894,30/01/2008,-31.1289,124.3097,WA, ,,2007190894001 Fine,<75 µm,TOS,19.13
2007190894,30/01/2008,-31.1289,124.3097,WA, ,,2007190894002 Fine,<75 µm,BOS,48.86
2007190895,17/04/2008,-29.7012,147.3687,NSW,Duplicate 1,2007190947,2007190895001 Fine,<75 µm,TOS,12.6
2007190895,17/04/2008,-29.7012,147.3687,NSW,Duplicate 1,2007190947,2007190895002 Fine,<75 µm,BOS,7.53
2007190896,24/02/2008,-28.2661,117.3893,WA,Duplicate 1,2007191441,2007190896001 Fine,<75 µm,TOS,22.2
2007190896,24/02/2008,-28.2661,117.3893,WA,Duplicate 1,2007191441,2007190896002 Fine,<75 µm,BOS,20.55
2007190897,25/07/2007,-25.3697,151.0842,QLD, ,,2007190897001 Fine,<75 µm,TOS,17.51
2007190897,25/07/2007,-25.3697,151.0842,QLD, ,,2007190897002 Fine,<75 µm,BOS,11.53
2007190898,25/10/2007,-27.1317,152.507,QLD, ,,2007190898001 Fine,<75 µm,TOS,37.78
2007190898,25/10/2007,-27.1317,152.507,QLD, ,,2007190898002 Fine,<75 µm,BOS,34.03
2007190901,12/10/2007,-31.3509,120.2086,WA, ,,2007190901001 Fine,<75 µm,TOS,6.08
2007190901,12/10/2007,-31.3509,120.2086,WA, ,,2007190901002 Fine,<75 µm,BOS,18.61
2007190902,10/01/2007,-37.7103,144.8385,VIC, ,,2007190902001 Fine,<75 µm,TOS,22.25
2007190902,10/01/2007,-37.7103,144.8385,VIC, ,,2007190902002 Fine,<75 µm,BOS,24.36
2007190903,16/08/2009,-13.5832,135.6974,NT, ,,2007190903001 Fine,<75 µm,TOS,15.17
2007190903,16/08/2009,-13.5832,135.6974,NT, ,,2007190903002 Fine,<75 µm,BOS,20.99
2007190904,6/09/2008,-20.0537,119.3111,WA, ,,2007190904001 Fine,<75 µm,TOS,22.11
2007190904,6/09/2008,-20.0537,119.3111,WA, ,,2007190904002 Fine,<75 µm,BOS,91.83
2007190905,30/07/2008,-20.2009,133.871,NT, ,,2007190905001 Fine,<75 µm,TOS,22.25
2007190905,30/07/2008,-20.2009,133.871,NT, ,,2007190905002 Fine,<75 µm,BOS,17.37
2007190906,22/05/2009,-29.8026,138.3651,SA,Duplicate 2,2007190743,2007190906001 Fine,<75 µm,TOS,14.6
2007190906,22/05/2009,-29.8026,138.3651,SA,Duplicate 2,2007190743,2007190906002 Fine,<75 µm,BOS,8.73
2007190907,28/09/2009,-32.1559,135.8575,SA, ,,2007190907001 Fine,<75 µm,TOS,32.38
2007190907,28/09/2009,-32.1559,135.8575,SA, ,,2007190907002 Fine,<75 µm,BOS,32.24
2007190909,5/10/2008,-25.1924,137.9374,NT,Duplicate 2,2007190536,2007190909001 Fine,<75 µm,TOS,12.47
2007190909,5/10/2008,-25.1924,137.9374,NT,Duplicate 2,2007190536,2007190909002 Fine,<75 µm,BOS,13.23
2007190910,25/05/2008,-20.7992,134.2423,NT, ,,2007190910001 Fine,<75 µm,TOS,16.4
2007190910,25/05/2008,-20.7992,134.2423,NT, ,,2007190910002 Fine,<75 µm,BOS,20.22
2007190912,22/10/2007,-22.2841,148.9417,QLD, ,,2007190912001 Fine,<75 µm,TOS,26.55
2007190912,22/10/2007,-22.2841,148.9417,QLD, ,,2007190912002 Fine,<75 µm,BOS,13.71
2007190913,11/05/2009,-30.6933,134.2806,SA,Duplicate 2,2007190107,2007190913001 Fine,<75 µm,TOS,36.12
2007190913,11/05/2009,-30.6933,134.2806,SA,Duplicate 2,2007190107,2007190913002 Fine,<75 µm,BOS,47.05
2007190914,23/02/2008,-27.3875,117.765,WA, ,,2007190914001 Fine,<75 µm,TOS,43.02
2007190914,23/02/2008,-27.3875,117.765,WA, ,,2007190914002 Fine,<75 µm,BOS,45.88
2007190915,3/02/2008,-25.1933,115.5112,WA, ,,2007190915001 Fine,<75 µm,TOS,19.33
2007190915,3/02/2008,-25.1933,115.5112,WA, ,,2007190915002 Fine,<75 µm,BOS,8.01
2007190916,29/07/2008,-20.1088,132.9901,NT, ,,2007190916001 Fine,<75 µm,TOS,14.91
2007190916,29/07/2008,-20.1088,132.9901,NT, ,,2007190916002 Fine,<75 µm,BOS,8.96
2007190917,6/05/2008,-22.6456,119.9692,WA, ,,2007190917001 Fine,<75 µm,TOS,26
2007190917,6/05/2008,-22.6456,119.9692,WA, ,,2007190917002 Fine,<75 µm,BOS,16.66
2007190918,28/05/2008,-35.2496,138.995,SA, ,,2007190918001 Fine,<75 µm,TOS,46.69
2007190918,28/05/2008,-35.2496,138.995,SA, ,,2007190918002 Fine,<75 µm,BOS,29.06
2007190919,8/06/2007,-19.5582,147.1029,QLD, ,,2007190919001 Fine,<75 µm,TOS,14.24
2007190921,10/05/2007,-18.8053,143.277,QLD, ,,2007190921001 Fine,<75 µm,TOS,15.79
2007190921,10/05/2007,-18.8053,143.277,QLD, ,,2007190921002 Fine,<75 µm,BOS,9.55
2007190922,15/05/2008,-35.0844,139.8851,SA,Duplicate 1,2007191082,2007190922001 Fine,<75 µm,TOS,56.29
2007190922,15/05/2008,-35.0844,139.8851,SA,Duplicate 1,2007191082,2007190922002 Fine,<75 µm,BOS,126.29
2007190923,3/05/2008,-25.7417,114.2953,WA, ,,2007190923001 Fine,<75 µm,TOS,16.25
2007190923,3/05/2008,-25.7417,114.2953,WA, ,,2007190923002 Fine,<75 µm,BOS,20
2007190924,23/05/2008,-18.1708,133.4923,NT,Duplicate 2,2007190695,2007190924001 Fine,<75 µm,TOS,16.43
2007190924,23/05/2008,-18.1708,133.4923,NT,Duplicate 2,2007190695,2007190924002 Fine,<75 µm,BOS,29.07
2007190925,22/09/2007,-17.2355,138.6776,QLD, ,,2007190925001 Fine,<75 µm,TOS,40
2007190925,22/09/2007,-17.2355,138.6776,QLD, ,,2007190925002 Fine,<75 µm,BOS,7.31
2007190926,11/06/2007,-31.829,145.2772,NSW, ,,2007190926001 Fine,<75 µm,TOS,40.12
2007190926,11/06/2007,-31.829,145.2772,NSW, ,,2007190926002 Fine,<75 µm,BOS,17.18
2007190927,14/05/2008,-30.752,152.1917,NSW,Duplicate 1,2007191444,2007190927001 Fine,<75 µm,TOS,98.95
2007190927,14/05/2008,-30.752,152.1917,NSW,Duplicate 1,2007191444,2007190927002 Fine,<75 µm,BOS,77.92
2007190928,13/05/2008,-26.289,116.8887,WA, ,,2007190928001 Fine,<75 µm,TOS,31.6
2007190928,13/05/2008,-26.289,116.8887,WA, ,,2007190928002 Fine,<75 µm,BOS,46.64
2007190929,2/07/2008,-29.4448,153.2102,NSW, ,,2007190929001 Fine,<75 µm,TOS,65.34
2007190930,10/03/2007,-15.5033,142.5384,QLD, ,,2007190930001 Fine,<75 µm,TOS,7.57
2007190930,10/03/2007,-15.5033,142.5384,QLD, ,,2007190930002 Fine,<75 µm,BOS,8.41
2007190931,4/03/2009,-23.8345,130.3792,NT, ,,2007190931001 Fine,<75 µm,TOS,28.13
2007190931,4/03/2009,-23.8345,130.3792,NT, ,,2007190931002 Fine,<75 µm,BOS,22.89
2007190932,6/04/2008,-22.8607,120.2892,WA, ,,2007190932001 Fine,<75 µm,TOS,65.89
2007190932,6/04/2008,-22.8607,120.2892,WA, ,,2007190932002 Fine,<75 µm,BOS,29.93
2007190933,6/05/2008,-26.6445,141.8027,QLD, ,,2007190933001 Fine,<75 µm,TOS,15.13
2007190933,6/05/2008,-26.6445,141.8027,QLD, ,,2007190933002 Fine,<75 µm,BOS,2.68
2007190936,21/05/2008,-26.3919,146.2478,QLD, ,,2007190936001 Fine,<75 µm,TOS,22.61
2007190936,21/05/2008,-26.3919,146.2478,QLD, ,,2007190936002 Fine,<75 µm,BOS,20.94
2007190939,18/07/2007,-32.2717,137.7536,SA,Duplicate 2,2007190853,2007190939001 Fine,<75 µm,TOS,11.43
2007190939,18/07/2007,-32.2717,137.7536,SA,Duplicate 2,2007190853,2007190939002 Fine,<75 µm,BOS,8.15
2007190941,13/08/2008,-12.1047,142.278,QLD, ,,2007190941001 Fine,<75 µm,TOS,13.53
2007190941,13/08/2008,-12.1047,142.278,QLD, ,,2007190941002 Fine,<75 µm,BOS,4.78
2007190942,14/06/2008,-17.6611,123.3923,WA, ,,2007190942001 Fine,<75 µm,TOS,4.46
2007190942,14/06/2008,-17.6611,123.3923,WA, ,,2007190942002 Fine,<75 µm,BOS,5.34
2007190943,4/02/2008,-30.9179,144.0125,NSW, ,,2007190943001 Fine,<75 µm,TOS,8.08
2007190943,4/02/2008,-30.9179,144.0125,NSW, ,,2007190943002 Fine,<75 µm,BOS,5.52
2007190945,6/11/2008,-31.4474,152.7398,NSW, ,,2007190945001 Fine,<75 µm,TOS,67.73
2007190945,6/11/2008,-31.4474,152.7398,NSW, ,,2007190945002 Fine,<75 µm,BOS,72.26
2007190946,31/05/2008,-21.6439,129.6783,NT, ,,2007190946001 Fine,<75 µm,TOS,5.02
2007190946,31/05/2008,-21.6439,129.6783,NT, ,,2007190946002 Fine,<75 µm,BOS,14.55
2007190947,17/04/2008,-29.7009,147.369,NSW,Duplicate 2,2007190895,2007190947001 Fine,<75 µm,TOS,15.81
2007190947,17/04/2008,-29.7009,147.369,NSW,Duplicate 2,2007190895,2007190947002 Fine,<75 µm,BOS,8.35
2007190948,21/04/2008,-23.9337,135.849,NT, ,,2007190948001 Fine,<75 µm,TOS,5.92
2007190948,21/04/2008,-23.9337,135.849,NT, ,,2007190948002 Fine,<75 µm,BOS,3.21
2007190949,28/09/2009,-32.4485,136.0046,SA,Duplicate 1,2007191504,2007190949001 Fine,<75 µm,TOS,19.33
2007190949,28/09/2009,-32.4485,136.0046,SA,Duplicate 1,2007191504,2007190949002 Fine,<75 µm,BOS,14.53
2007190950,5/11/2008,-24.1176,136.8895,NT, ,,2007190950001 Fine,<75 µm,TOS,36.66
2007190951,17/11/2007,-28.1765,115.702,WA, ,,2007190951001 Fine,<75 µm,TOS,19.88
2007190951,17/11/2007,-28.1765,115.702,WA, ,,2007190951002 Fine,<75 µm,BOS,35.98
2007190952,26/01/2008,-31.5839,127.66,WA, ,,2007190952001 Fine,<75 µm,TOS,37.31
2007190952,26/01/2008,-31.5839,127.66,WA, ,,2007190952002 Fine,<75 µm,BOS,17.75
2007190953,11/12/2007,-30.938,116.0506,WA, ,,2007190953001 Fine,<75 µm,TOS,9.84
2007190953,11/12/2007,-30.938,116.0506,WA, ,,2007190953002 Fine,<75 µm,BOS,12.86
2007190954,7/04/2007,-33.518,116.8065,WA, ,,2007190954001 Fine,<75 µm,TOS,11.93
2007190954,7/04/2007,-33.518,116.8065,WA, ,,2007190954002 Fine,<75 µm,BOS,4.4
2007190955,17/07/2007,-34.1513,138.2614,SA, ,,2007190955001 Fine,<75 µm,TOS,8.36
2007190955,17/07/2007,-34.1513,138.2614,SA, ,,2007190955002 Fine,<75 µm,BOS,21.09
2007190958,8/08/2007,-20.2278,148.4951,QLD, ,,2007190958001 Fine,<75 µm,TOS,17.42
2007190958,8/08/2007,-20.2278,148.4951,QLD, ,,2007190958002 Fine,<75 µm,BOS,4.91
2007190959,13/11/2007,-30.3002,115.1967,WA, ,,2007190959001 Fine,<75 µm,TOS,21.77
2007190959,13/11/2007,-30.3002,115.1967,WA, ,,2007190959002 Fine,<75 µm,BOS,11.33
2007190962,15/06/2008,-17.0783,124.0675,WA,Duplicate 2,2007190197,2007190962001 Fine,<75 µm,TOS,14.43
2007190962,15/06/2008,-17.0783,124.0675,WA,Duplicate 2,2007190197,2007190962002 Fine,<75 µm,BOS,16.86
2007190963,7/10/2008,-15.67,129.8959,NT, ,,2007190963001 Fine,<75 µm,TOS,3.95
2007190963,7/10/2008,-15.67,129.8959,NT, ,,2007190963002 Fine,<75 µm,BOS,5.34
2007190964,18/10/2007,-34.9838,142.0603,VIC, ,,2007190964001 Fine,<75 µm,TOS,32.29
2007190964,18/10/2007,-34.9838,142.0603,VIC, ,,2007190964002 Fine,<75 µm,BOS,31.87
2007190966,16/06/2008,-17.3467,124.3674,WA, ,,2007190966001 Fine,<75 µm,TOS,12.94
2007190966,16/06/2008,-17.3467,124.3674,WA, ,,2007190966002 Fine,<75 µm,BOS,5.84
2007190967,11/04/2009,-31.1765,135.3409,SA, ,,2007190967001 Fine,<75 µm,TOS,14.18
