NATIONAL GEOCHEMICAL SURVEY OF AUSTRALIA: THE MERCURY CONCENTRATIONS DATASET,,,,,,,,,,
CITE AS: Schneider; L.; Taylor; J.R.; Caritat; P. de 2025. National Geochemical Survey of Australia: The Mercury Concentrations Dataset. Geoscience Australia Dataset; Canberra. https://pid.geoscience.gov.au/dataset/ga/150328,,,,,,,,,,
NOTES: NGSA SITEIDs were numbered from 2007190001 to 2007191600 then randomly allocated to individual States or the Northern Territory. As some SITEIDs were reserved for insertion of QA/QC samples and only 86% of targeted sites were sampled gaps occur in the list of SITEIDs (e.g. no data for SITEID = 2007190006),,,,,,,,,,
Geochemical data consist of total Hg concentrations. For more Methods details see Schneider et al. (2026) @ https://doi.org/10.1021/acs.est.5c11189,,,,,,,,,,
Extraction: Total Hg measured by direct analysis (no digestion) on approximately 100 mg of sample,,,,,,,,,,
Analysis: Milestone tri-cell direct mercury analyser (tri-cell DMA-80) reported in ng/g (= parts per billion; ppb) on dry weight basis with a Limit of Detection of 0.01 ng Hg,,,,,,,,,,
Additional geochemical data from the National Geochemical Survey of Australia available from http://dx.doi.org/10.11636/Record.2011.020; additional field site information available from http://pid.geoscience.gov.au/dataset/ga/70478,,,,,,,,,,
© Commonwealth of Australia (Geoscience Australia) 2025. This material is released under the Creative Commons Attribution 4.0 Australia Licence http://creativecommons.org/licenses/by/4.0/,,,,,,,,,,
,,,,,,,,,,
Last Updated: 31 March 2025,,,,,,,,,,
,,,,,,,,,,
SITEID,DATE_SAMPLED,LATITUDE_GDA94,LONGITUDE_GDA94,STATE,DUPLICATE_CODE,DUPLICATE_SITEID,SAMPLEID,GRAIN_SIZE,DEPTH,Hg_DMA_ng/g_0.01
2007190139,29/02/2008,-26.6784,122.9053,WA, ,,2007190139001 Fine,<75 µm,TOS,6.42
2007190139,29/02/2008,-26.6784,122.9053,WA, ,,2007190139002 Fine,<75 µm,BOS,3.66
2007190141,28/03/2008,-28.9365,123.2715,WA, ,,2007190141001 Fine,<75 µm,TOS,27.73
2007190141,28/03/2008,-28.9365,123.2715,WA, ,,2007190141002 Fine,<75 µm,BOS,30.28
2007190142,13/12/2007,-31.6128,122.4467,WA, ,,2007190142001 Fine,<75 µm,TOS,23.98
2007190142,13/12/2007,-31.6128,122.4467,WA, ,,2007190142002 Fine,<75 µm,BOS,30.35
2007190144,24/07/2007,-25.5175,152.6445,QLD, ,,2007190144001 Fine,<75 µm,TOS,259
2007190144,24/07/2007,-25.5175,152.6445,QLD, ,,2007190144002 Fine,<75 µm,BOS,85.58
2007190145,20/06/2009,-31.2472,130.8978,SA,Duplicate 1,2007191105,2007190145001 Fine,<75 µm,TOS,29.22
2007190145,20/06/2009,-31.2472,130.8978,SA,Duplicate 1,2007191105,2007190145002 Fine,<75 µm,BOS,20.6
2007190146,6/01/2008,-22.851,129.2329,NT, ,,2007190146001 Fine,<75 µm,TOS,6.81
2007190146,6/01/2008,-22.851,129.2329,NT, ,,2007190146002 Fine,<75 µm,BOS,5.72
2007190147,28/02/2008,-26.0518,121.9344,WA, ,,2007190147001 Fine,<75 µm,TOS,19.31
2007190147,28/02/2008,-26.0518,121.9344,WA, ,,2007190147002 Fine,<75 µm,BOS,7.92
2007190148,28/05/2008,-30.3125,141.0653,NSW, ,,2007190148001 Fine,<75 µm,TOS,7.28
2007190148,28/05/2008,-30.3125,141.0653,NSW, ,,2007190148002 Fine,<75 µm,BOS,5.26
2007190149,20/12/2007,-35.1639,143.6998,NSW, ,,2007190149001 Fine,<75 µm,TOS,10.56
2007190149,20/12/2007,-35.1639,143.6998,NSW, ,,2007190149002 Fine,<75 µm,BOS,8.93
2007190150,16/05/2008,-21.8341,135.5159,NT, ,,2007190150001 Fine,<75 µm,TOS,10.42
2007190150,16/05/2008,-21.8341,135.5159,NT, ,,2007190150002 Fine,<75 µm,BOS,7.34
2007190151,28/02/2008,-26.4977,121.6282,WA, ,,2007190151001 Fine,<75 µm,TOS,27.61
2007190151,28/02/2008,-26.4977,121.6282,WA, ,,2007190151002 Fine,<75 µm,BOS,8.1
2007190152,29/01/2008,-30.8382,126.2394,WA, ,,2007190152001 Fine,<75 µm,TOS,40.54
2007190152,29/01/2008,-30.8382,126.2394,WA, ,,2007190152002 Fine,<75 µm,BOS,19.39
2007190153,15/12/2007,-33.7314,121.9907,WA, ,,2007190153001 Fine,<75 µm,TOS,14.23
2007190153,15/12/2007,-33.7314,121.9907,WA, ,,2007190153002 Fine,<75 µm,BOS,12.32
2007190154,8/09/2008,-12.4952,141.8922,QLD,Duplicate 1,2007190568,2007190154001 Fine,<75 µm,TOS,91.05
2007190154,8/09/2008,-12.4952,141.8922,QLD,Duplicate 1,2007190568,2007190154002 Fine,<75 µm,BOS,105.42
2007190155,23/05/2008,-24.9771,138.7357,QLD,Duplicate 1,2007191031,2007190155001 Fine,<75 µm,TOS,18.35
2007190155,23/05/2008,-24.9771,138.7357,QLD,Duplicate 1,2007191031,2007190155002 Fine,<75 µm,BOS,8.88
2007190156,27/05/2008,-30.2352,142.4503,NSW, ,,2007190156001 Fine,<75 µm,TOS,11.73
2007190156,27/05/2008,-30.2352,142.4503,NSW, ,,2007190156002 Fine,<75 µm,BOS,12.37
2007190158,22/05/2008,-18.2815,134.2266,NT, ,,2007190158001 Fine,<75 µm,TOS,8.31
2007190158,22/05/2008,-18.2815,134.2266,NT, ,,2007190158002 Fine,<75 µm,BOS,5.78
2007190159,19/06/2009,-30.6589,130.0314,SA, ,,2007190159001 Fine,<75 µm,TOS,27.82
2007190159,19/06/2009,-30.6589,130.0314,SA, ,,2007190159002 Fine,<75 µm,BOS,41.67
2007190161,26/03/2008,-29.3572,121.8765,WA,Duplicate 1,2007191413,2007190161001 Fine,<75 µm,TOS,8.23
2007190161,26/03/2008,-29.3572,121.8765,WA,Duplicate 1,2007191413,2007190161002 Fine,<75 µm,BOS,5.82
2007190162,18/10/2007,-35.1156,141.5534,VIC, ,,2007190162001 Fine,<75 µm,TOS,15.14
2007190162,18/10/2007,-35.1156,141.5534,VIC, ,,2007190162002 Fine,<75 µm,BOS,4.67
2007190163,15/01/2008,-32.9117,115.8234,WA, ,,2007190163001 Fine,<75 µm,TOS,41.37
2007190164,26/09/2009,-31.9102,135.2598,SA, ,,2007190164001 Fine,<75 µm,TOS,52.17
2007190165,17/04/2008,-25.2261,131.7118,NT, ,,2007190165001 Fine,<75 µm,TOS,7.16
2007190165,17/04/2008,-25.2261,131.7118,NT, ,,2007190165002 Fine,<75 µm,BOS,11.28
2007190166,27/03/2008,-29.5292,123.1426,WA, ,,2007190166001 Fine,<75 µm,TOS,2.63
2007190166,27/03/2008,-29.5292,123.1426,WA, ,,2007190166002 Fine,<75 µm,BOS,0.95
2007190167,28/02/2008,-25.0138,118.2705,WA, ,,2007190167001 Fine,<75 µm,TOS,21.6
2007190167,28/02/2008,-25.0138,118.2705,WA, ,,2007190167002 Fine,<75 µm,BOS,12.11
2007190168,22/02/2008,-33.9792,147.5618,NSW, ,,2007190168001 Fine,<75 µm,TOS,11.82
2007190168,22/02/2008,-33.9792,147.5618,NSW, ,,2007190168002 Fine,<75 µm,BOS,7.44
2007190169,13/08/2009,-12.9273,135.0381,NT, ,,2007190169001 Fine,<75 µm,TOS,20.92
2007190169,13/08/2009,-12.9273,135.0381,NT, ,,2007190169002 Fine,<75 µm,BOS,10.71
2007190170,15/08/2008,-13.6279,141.7009,QLD, ,,2007190170001 Fine,<75 µm,TOS,18.6
2007190170,15/08/2008,-13.6279,141.7009,QLD, ,,2007190170002 Fine,<75 µm,BOS,5.21
2007190172,16/10/2007,-36.1532,141.9985,VIC, ,,2007190172001 Fine,<75 µm,TOS,23.76
2007190172,16/10/2007,-36.1532,141.9985,VIC, ,,2007190172002 Fine,<75 µm,BOS,4.41
2007190174,26/03/2009,-35.777,140.4609,SA, ,,2007190174002 Fine,<75 µm,BOS,18.63
2007190177,16/08/2009,-14.0074,134.4374,NT, ,,2007190177001 Fine,<75 µm,TOS,19.61
2007190177,16/08/2009,-14.0074,134.4374,NT, ,,2007190177002 Fine,<75 µm,BOS,11.14
2007190178,4/09/2008,-16.4287,130.934,NT, ,,2007190178001 Fine,<75 µm,TOS,10.03
2007190178,4/09/2008,-16.4287,130.934,NT, ,,2007190178002 Fine,<75 µm,BOS,6.5
2007190179,9/09/2009,-27.0123,136.8879,SA, ,,2007190179001 Fine,<75 µm,TOS,3.95
2007190179,9/09/2009,-27.0123,136.8879,SA, ,,2007190179002 Fine,<75 µm,BOS,9.89
2007190181,2/03/2008,-30.1478,148.3915,NSW,Duplicate 1,2007191396,2007190181001 Fine,<75 µm,TOS,24.02
2007190181,2/03/2008,-30.1478,148.3915,NSW,Duplicate 1,2007191396,2007190181002 Fine,<75 µm,BOS,7.66
2007190182,18/12/2007,-35.0312,147.1067,NSW, ,,2007190182001 Fine,<75 µm,TOS,34.03
2007190182,18/12/2007,-35.0312,147.1067,NSW, ,,2007190182002 Fine,<75 µm,BOS,11.39
2007190183,18/04/2008,-25.2963,133.1004,NT,Duplicate 1,2007190471,2007190183001 Fine,<75 µm,TOS,4.18
2007190183,18/04/2008,-25.2963,133.1004,NT,Duplicate 1,2007190471,2007190183002 Fine,<75 µm,BOS,4.59
2007190184,4/03/2009,-24.472,130.283,NT, ,,2007190184001 Fine,<75 µm,TOS,10.6
2007190184,4/03/2009,-24.472,130.283,NT, ,,2007190184002 Fine,<75 µm,BOS,3.46
2007190185,5/03/2008,-22.9134,116.2835,WA,Duplicate 1,2007191253,2007190185001 Fine,<75 µm,TOS,13.99
2007190185,5/03/2008,-22.9134,116.2835,WA,Duplicate 1,2007191253,2007190185002 Fine,<75 µm,BOS,10.35
2007190187,21/07/2009,-31.8119,133.8616,SA, ,,2007190187001 Fine,<75 µm,TOS,39.95
2007190187,21/07/2009,-31.8119,133.8616,SA, ,,2007190187002 Fine,<75 µm,BOS,28.75
2007190188,8/12/2008,-28.4285,136.8471,SA, ,,2007190188001 Fine,<75 µm,TOS,6.96
2007190188,8/12/2008,-28.4285,136.8471,SA, ,,2007190188002 Fine,<75 µm,BOS,8.73
2007190189,20/02/2008,-34.089,141.9154,NSW,Duplicate 1,2007191542,2007190189001 Fine,<75 µm,TOS,9.43
2007190189,20/02/2008,-34.089,141.9154,NSW,Duplicate 1,2007191542,2007190189002 Fine,<75 µm,BOS,12.53
2007190190,24/02/2008,-25.6406,119.8766,WA, ,,2007190190001 Fine,<75 µm,TOS,5.89
2007190190,24/02/2008,-25.6406,119.8766,WA, ,,2007190190002 Fine,<75 µm,BOS,6.8
2007190192,13/03/2008,-32.5643,151.0905,NSW, ,,2007190192001 Fine,<75 µm,TOS,25.21
2007190192,13/03/2008,-32.5643,151.0905,NSW, ,,2007190192002 Fine,<75 µm,BOS,19.3
2007190193,19/12/2007,-35.3465,145.5362,NSW,Duplicate 1,2007190788,2007190193001 Fine,<75 µm,TOS,75.06
2007190193,19/12/2007,-35.3465,145.5362,NSW,Duplicate 1,2007190788,2007190193002 Fine,<75 µm,BOS,10.28
2007190194,11/06/2007,-31.5759,147.1768,NSW,Duplicate 1,2007190704,2007190194001 Fine,<75 µm,TOS,24.37
2007190194,11/06/2007,-31.5759,147.1768,NSW,Duplicate 1,2007190704,2007190194002 Fine,<75 µm,BOS,15.91
2007190195,11/04/2009,-31.797,134.6169,SA, ,,2007190195002 Fine,<75 µm,BOS,30.76
2007190196,25/01/2008,-33.1768,144.5708,NSW, ,,2007190196002 Fine,<75 µm,BOS,5.88
2007190197,15/06/2008,-17.0774,124.0679,WA,Duplicate 1,2007190962,2007190197001 Fine,<75 µm,TOS,10.47
2007190197,15/06/2008,-17.0774,124.0679,WA,Duplicate 1,2007190962,2007190197002 Fine,<75 µm,BOS,12.2
2007190198,27/05/2008,-25.4652,140.886,QLD, ,,2007190198001 Fine,<75 µm,TOS,8.21
2007190198,27/05/2008,-25.4652,140.886,QLD, ,,2007190198002 Fine,<75 µm,BOS,5.64
2007190202,11/01/2007,-27.4679,147.3002,QLD, ,,2007190202001 Fine,<75 µm,TOS,17.24
2007190202,11/01/2007,-27.4679,147.3002,QLD, ,,2007190202002 Fine,<75 µm,BOS,15.2
2007190203,29/04/2008,-27.4302,116.8246,WA, ,,2007190203001 Fine,<75 µm,TOS,12.95
2007190203,29/04/2008,-27.4302,116.8246,WA, ,,2007190203002 Fine,<75 µm,BOS,21.58
2007190204,29/07/2008,-19.9721,133.6034,NT, ,,2007190204001 Fine,<75 µm,TOS,13.35
2007190204,29/07/2008,-19.9721,133.6034,NT, ,,2007190204002 Fine,<75 µm,BOS,10.92
2007190205,10/02/2007,-20.8043,143.5416,QLD, ,,2007190205001 Fine,<75 µm,TOS,12.82
2007190205,10/02/2007,-20.8043,143.5416,QLD, ,,2007190205002 Fine,<75 µm,BOS,10.94
2007190206,6/08/2008,-20.8551,119.7656,WA, ,,2007190206001 Fine,<75 µm,TOS,15.77
2007190206,6/08/2008,-20.8551,119.7656,WA, ,,2007190206002 Fine,<75 µm,BOS,8.07
2007190207,12/11/2007,-32.9995,118.5549,WA, ,,2007190207001 Fine,<75 µm,TOS,17.19
2007190207,12/11/2007,-32.9995,118.5549,WA, ,,2007190207002 Fine,<75 µm,BOS,10.4
2007190208,27/10/2007,-24.1356,151.6922,QLD,Duplicate 1,2007191593,2007190208001 Fine,<75 µm,TOS,8.42
2007190208,27/10/2007,-24.1356,151.6922,QLD,Duplicate 1,2007191593,2007190208002 Fine,<75 µm,BOS,9.96
2007190209,18/05/2008,-20.042,137.0153,NT,Duplicate 1,2007191254,2007190209001 Fine,<75 µm,TOS,10.79
2007190209,18/05/2008,-20.042,137.0153,NT,Duplicate 1,2007191254,2007190209002 Fine,<75 µm,BOS,7.47
2007190211,19/09/2007,-17.7658,139.56,QLD, ,,2007190211001 Fine,<75 µm,TOS,4.88
2007190211,19/09/2007,-17.7658,139.56,QLD, ,,2007190211002 Fine,<75 µm,BOS,4.16
2007190212,4/01/2009,-23.5789,131.1365,NT,Duplicate 1,2007190747,2007190212001 Fine,<75 µm,TOS,23.75
2007190212,4/01/2009,-23.5789,131.1365,NT,Duplicate 1,2007190747,2007190212002 Fine,<75 µm,BOS,18.85
2007190213,4/02/2008,-22.7004,114.8981,WA,Duplicate 2,2007190003,2007190213001 Fine,<75 µm,TOS,9.64
2007190213,4/02/2008,-22.7004,114.8981,WA,Duplicate 2,2007190003,2007190213002 Fine,<75 µm,BOS,6.68
2007190214,30/04/2008,-30.023,145.3978,NSW, ,,2007190214001 Fine,<75 µm,TOS,11.54
2007190214,30/04/2008,-30.023,145.3978,NSW, ,,2007190214002 Fine,<75 µm,BOS,12.89
2007190215,5/09/2008,-25.3946,135.3772,NT, ,,2007190215001 Fine,<75 µm,TOS,8.67
2007190215,5/09/2008,-25.3946,135.3772,NT, ,,2007190215002 Fine,<75 µm,BOS,5.35
2007190216,30/09/2009,-31.4555,137.3559,SA, ,,2007190216001 Fine,<75 µm,TOS,13.7
2007190216,30/09/2009,-31.4555,137.3559,SA, ,,2007190216002 Fine,<75 µm,BOS,6.77
2007190217,28/05/2008,-24.4484,142.0551,QLD, ,,2007190217001 Fine,<75 µm,TOS,14.85
2007190217,28/05/2008,-24.4484,142.0551,QLD, ,,2007190217002 Fine,<75 µm,BOS,22.09
2007190218,4/04/2008,-28.3466,125.3904,WA,Duplicate 1,2007191348,2007190218001 Fine,<75 µm,TOS,10.68
2007190218,4/04/2008,-28.3466,125.3904,WA,Duplicate 1,2007191348,2007190218002 Fine,<75 µm,BOS,23.42
2007190219,6/04/2008,-25.9644,141.623,QLD, ,,2007190219001 Fine,<75 µm,TOS,10.04
2007190219,6/04/2008,-25.9644,141.623,QLD, ,,2007190219002 Fine,<75 µm,BOS,15.87
2007190221,8/05/2009,-14.2767,130.0637,NT, ,,2007190221001 Fine,<75 µm,TOS,34.58
2007190221,8/05/2009,-14.2767,130.0637,NT, ,,2007190221002 Fine,<75 µm,BOS,20.2
2007190222,12/03/2007,-31.4629,116.7211,WA, ,,2007190222001 Fine,<75 µm,TOS,10.04
2007190222,12/03/2007,-31.4629,116.7211,WA, ,,2007190222002 Fine,<75 µm,BOS,6.3
2007190223,8/11/2009,-27.693,138.2812,SA, ,,2007190223001 Fine,<75 µm,TOS,8.39
2007190223,8/11/2009,-27.693,138.2812,SA, ,,2007190223002 Fine,<75 µm,BOS,2.72
2007190224,22/11/2008,-33.9046,136.5596,SA, ,,2007190224001 Fine,<75 µm,TOS,25.94
2007190224,22/11/2008,-33.9046,136.5596,SA, ,,2007190224002 Fine,<75 µm,BOS,68.21
2007190225,29/10/2008,-27.9889,143.837,QLD, ,,2007190225001 Fine,<75 µm,TOS,11.46
2007190225,29/10/2008,-27.9889,143.837,QLD, ,,2007190225002 Fine,<75 µm,BOS,9.58
2007190226,2/04/2008,-29.6545,148.5844,NSW, ,,2007190226001 Fine,<75 µm,TOS,8.15
2007190226,2/04/2008,-29.6545,148.5844,NSW, ,,2007190226002 Fine,<75 µm,BOS,6.99
2007190227,6/07/2008,-28.6086,142.5779,QLD, ,,2007190227001 Fine,<75 µm,TOS,10.95
2007190227,6/07/2008,-28.6086,142.5779,QLD, ,,2007190227002 Fine,<75 µm,BOS,15.45
2007190228,17/07/2007,-32.9836,138.0154,SA, ,,2007190228001 Fine,<75 µm,TOS,23.81
2007190228,17/07/2007,-32.9836,138.0154,SA, ,,2007190228002 Fine,<75 µm,BOS,34.54
2007190229,7/03/2007,-31.2279,119.6805,WA, ,,2007190229001 Fine,<75 µm,TOS,5.23
2007190229,7/03/2007,-31.2279,119.6805,WA, ,,2007190229002 Fine,<75 µm,BOS,1.28
2007190230,22/02/2008,-28.2882,118.3183,WA, ,,2007190230001 Fine,<75 µm,TOS,32.62
2007190230,22/02/2008,-28.2882,118.3183,WA, ,,2007190230002 Fine,<75 µm,BOS,29.76
2007190231,17/11/2007,-28.3554,116.6591,WA, ,,2007190231001 Fine,<75 µm,TOS,4.45
2007190231,17/11/2007,-28.3554,116.6591,WA, ,,2007190231002 Fine,<75 µm,BOS,7.82
2007190232,23/10/2007,-36.1712,144.7471,VIC, ,,2007190232001 Fine,<75 µm,TOS,30.65
2007190232,23/10/2007,-36.1712,144.7471,VIC, ,,2007190232002 Fine,<75 µm,BOS,36.67
2007190233,15/05/2008,-22.2404,137.1125,NT, ,,2007190233001 Fine,<75 µm,TOS,12.39
2007190233,15/05/2008,-22.2404,137.1125,NT, ,,2007190233002 Fine,<75 µm,BOS,7.31
2007190234,26/10/2007,-28.0505,150.1469,QLD, ,,2007190234001 Fine,<75 µm,TOS,11.63
2007190234,26/10/2007,-28.0505,150.1469,QLD, ,,2007190234002 Fine,<75 µm,BOS,9.38
2007190235,3/01/2008,-24.7004,115.309,WA, ,,2007190235001 Fine,<75 µm,TOS,16.8
2007190235,3/01/2008,-24.7004,115.309,WA, ,,2007190235002 Fine,<75 µm,BOS,15.7
2007190237,14/10/2007,-24.0527,147.7664,QLD, ,,2007190237001 Fine,<75 µm,TOS,16.46
2007190237,14/10/2007,-24.0527,147.7664,QLD, ,,2007190237002 Fine,<75 µm,BOS,27.8
2007190238,4/01/2008,-27.2707,122.9383,WA, ,,2007190238001 Fine,<75 µm,TOS,7.06
2007190238,4/01/2008,-27.2707,122.9383,WA, ,,2007190238002 Fine,<75 µm,BOS,8.04
2007190239,30/07/2008,-20.7317,133.4897,NT, ,,2007190239001 Fine,<75 µm,TOS,21.34
2007190241,3/12/2008,-32.3995,150.3716,NSW,Duplicate 1,2007190978,2007190241001 Fine,<75 µm,TOS,17.45
2007190241,3/12/2008,-32.3995,150.3716,NSW,Duplicate 1,2007190978,2007190241002 Fine,<75 µm,BOS,14.02
2007190242,19/04/2008,-24.8289,134.1901,NT, ,,2007190242001 Fine,<75 µm,TOS,2.73
2007190242,19/04/2008,-24.8289,134.1901,NT, ,,2007190242002 Fine,<75 µm,BOS,7.47
2007190243,19/02/2008,-34.0558,141.7953,NSW, ,,2007190243001 Fine,<75 µm,TOS,10.23
2007190243,19/02/2008,-34.0558,141.7953,NSW, ,,2007190243002 Fine,<75 µm,BOS,12.51
2007190244,3/06/2008,-28.6164,119.0561,WA, ,,2007190244001 Fine,<75 µm,TOS,21.55
2007190244,3/06/2008,-28.6164,119.0561,WA, ,,2007190244002 Fine,<75 µm,BOS,18.72
2007190245,28/03/2008,-28.7293,123.8622,WA, ,,2007190245001 Fine,<75 µm,TOS,24.55
2007190245,28/03/2008,-28.7293,123.8622,WA, ,,2007190245002 Fine,<75 µm,BOS,22.5
2007190246,17/07/2008,-16.0825,136.3183,NT, ,,2007190246001 Fine,<75 µm,TOS,9.62
2007190246,17/07/2008,-16.0825,136.3183,NT, ,,2007190246002 Fine,<75 µm,BOS,6.37
2007190248,26/10/2008,-28.0636,139.2786,SA,Duplicate 1,2007191198,2007190248001 Fine,<75 µm,TOS,5.33
2007190249,21/02/2008,-29.9187,121.3594,WA, ,,2007190249001 Fine,<75 µm,TOS,13.15
2007190249,21/02/2008,-29.9187,121.3594,WA, ,,2007190249002 Fine,<75 µm,BOS,33.86
2007190251,26/09/2009,-31.6779,135.386,SA, ,,2007190251002 Fine,<75 µm,BOS,2.24
2007190252,8/06/2008,-14.6245,144.2471,QLD, ,,2007190252001 Fine,<75 µm,TOS,26.47
2007190252,8/06/2008,-14.6245,144.2471,QLD, ,,2007190252002 Fine,<75 µm,BOS,10.89
2007190253,27/09/2008,-30.8376,140.6597,SA, ,,2007190253001 Fine,<75 µm,TOS,11.67
2007190253,27/09/2008,-30.8376,140.6597,SA, ,,2007190253002 Fine,<75 µm,BOS,15.02
2007190256,8/12/2008,-28.1337,136.7866,SA,Duplicate 1,2007190875,2007190256001 Fine,<75 µm,TOS,6.2
2007190256,8/12/2008,-28.1337,136.7866,SA,Duplicate 1,2007190875,2007190256002 Fine,<75 µm,BOS,5.1
2007190257,16/10/2007,-35.8178,142.4117,VIC, ,,2007190257001 Fine,<75 µm,TOS,20.2
2007190257,16/10/2007,-35.8178,142.4117,VIC, ,,2007190257002 Fine,<75 µm,BOS,17.39
2007190258,2/07/2008,-29.2165,152.5645,NSW,Duplicate 1,2007191176,2007190258001 Fine,<75 µm,TOS,30.07
2007190258,2/07/2008,-29.2165,152.5645,NSW,Duplicate 1,2007191176,2007190258002 Fine,<75 µm,BOS,31.79
2007190259,9/06/2007,-33.3491,145.882,NSW, ,,2007190259001 Fine,<75 µm,TOS,12.31
2007190259,9/06/2007,-33.3491,145.882,NSW, ,,2007190259002 Fine,<75 µm,BOS,26.81
2007190261,10/06/2007,-18.5404,144.1146,QLD, ,,2007190261001 Fine,<75 µm,TOS,12.07
2007190261,10/06/2007,-18.5404,144.1146,QLD, ,,2007190261002 Fine,<75 µm,BOS,11.55
2007190263,4/02/2008,-32.4377,142.5283,NSW, ,,2007190263001 Fine,<75 µm,TOS,8.49
2007190263,4/02/2008,-32.4377,142.5283,NSW, ,,2007190263002 Fine,<75 µm,BOS,5.06
2007190264,10/12/2007,-20.9932,146.2946,QLD, ,,2007190264001 Fine,<75 µm,TOS,9.92
2007190264,10/12/2007,-20.9932,146.2946,QLD, ,,2007190264002 Fine,<75 µm,BOS,9.48
2007190265,10/09/2007,-19.641,136.0504,NT, ,,2007190265001 Fine,<75 µm,TOS,11.08
2007190265,10/09/2007,-19.641,136.0504,NT, ,,2007190265002 Fine,<75 µm,BOS,7.98
2007190266,17/07/2008,-29.1721,136.3256,SA,Duplicate 1,2007191458,2007190266001 Fine,<75 µm,TOS,6.62
2007190267,4/04/2008,-20.9514,117.4412,WA, ,,2007190267001 Fine,<75 µm,TOS,26.65
2007190267,4/04/2008,-20.9514,117.4412,WA, ,,2007190267002 Fine,<75 µm,BOS,14.38
2007190268,19/12/2007,-35.3487,146.2836,NSW, ,,2007190268001 Fine,<75 µm,TOS,17.01
2007190269,30/05/2008,-22.8591,131.5524,NT, ,,2007190269001 Fine,<75 µm,TOS,28.9
2007190269,30/05/2008,-22.8591,131.5524,NT, ,,2007190269002 Fine,<75 µm,BOS,21.81
2007190271,27/05/2008,-29.3302,142.5206,NSW, ,,2007190271001 Fine,<75 µm,TOS,12.03
2007190271,27/05/2008,-29.3302,142.5206,NSW, ,,2007190271002 Fine,<75 µm,BOS,5.02
2007190272,19/05/2009,-30.8484,138.1672,SA, ,,2007190272001 Fine,<75 µm,TOS,14.45
2007190272,19/05/2009,-30.8484,138.1672,SA, ,,2007190272002 Fine,<75 µm,BOS,3.56
2007190273,29/05/2008,-25.1788,143.2605,QLD, ,,2007190273001 Fine,<75 µm,TOS,11.33
2007190275,12/06/2007,-30.312,119.0205,WA, ,,2007190275002 Fine,<75 µm,BOS,15.31
2007190276,30/04/2008,-29.6406,145.2503,NSW, ,,2007190276001 Fine,<75 µm,TOS,15.41
2007190276,30/04/2008,-29.6406,145.2503,NSW, ,,2007190276002 Fine,<75 µm,BOS,6.99
2007190278,2/05/2008,-29.4583,150.0853,NSW, ,,2007190278001 Fine,<75 µm,TOS,18.48
2007190278,2/05/2008,-29.4583,150.0853,NSW, ,,2007190278002 Fine,<75 µm,BOS,13.83
2007190279,18/12/2007,-35.1245,147.5432,NSW, ,,2007190279001 Fine,<75 µm,TOS,16.19
2007190279,18/12/2007,-35.1245,147.5432,NSW, ,,2007190279002 Fine,<75 µm,BOS,16.99
2007190281,30/03/2008,-23.8917,113.9952,WA, ,,2007190281001 Fine,<75 µm,TOS,11.76
2007190282,3/01/2008,-24.1068,116.455,WA, ,,2007190282001 Fine,<75 µm,TOS,18.99
2007190282,3/01/2008,-24.1068,116.455,WA, ,,2007190282002 Fine,<75 µm,BOS,17.93
2007190283,4/02/2009,-24.5338,131.2238,NT, ,,2007190283001 Fine,<75 µm,TOS,30.49
2007190283,4/02/2009,-24.5338,131.2238,NT, ,,2007190283002 Fine,<75 µm,BOS,38.23
2007190286,14/04/2008,-30.4583,147.6841,NSW, ,,2007190286001 Fine,<75 µm,TOS,288.83
2007190286,14/04/2008,-30.4583,147.6841,NSW, ,,2007190286002 Fine,<75 µm,BOS,71.71
2007190287,18/11/2007,-29.5506,115.8131,WA, ,,2007190287001 Fine,<75 µm,TOS,8.57
2007190287,18/11/2007,-29.5506,115.8131,WA, ,,2007190287002 Fine,<75 µm,BOS,8.01
2007190288,7/12/2008,-14.94,132.4177,NT, ,,2007190288001 Fine,<75 µm,TOS,12.72
2007190288,7/12/2008,-14.94,132.4177,NT, ,,2007190288002 Fine,<75 µm,BOS,7.68
2007190289,12/04/2007,-32.0513,118.1665,WA,Duplicate 2,2007190071,2007190289001 Fine,<75 µm,TOS,13.45
2007190290,23/05/2008,-17.6576,133.5424,NT, ,,2007190290001 Fine,<75 µm,TOS,10.31
2007190290,23/05/2008,-17.6576,133.5424,NT, ,,2007190290002 Fine,<75 µm,BOS,5.58
2007190291,17/08/2009,-14.0533,135.8666,NT, ,,2007190291001 Fine,<75 µm,TOS,5.74
2007190291,17/08/2009,-14.0533,135.8666,NT, ,,2007190291002 Fine,<75 µm,BOS,5.39
2007190292,27/02/2008,-25.2228,118.9882,WA, ,,2007190292002 Fine,<75 µm,BOS,44.91
2007190294,9/08/2009,-26.9311,133.8295,SA, ,,2007190294001 Fine,<75 µm,TOS,16.03
2007190294,9/08/2009,-26.9311,133.8295,SA, ,,2007190294002 Fine,<75 µm,BOS,7.21
2007190296,29/07/2008,-19.9216,132.5965,NT,Duplicate 1,2007190758,2007190296001 Fine,<75 µm,TOS,14.17
2007190298,25/05/2008,-25.0562,140.1791,QLD, ,,2007190298001 Fine,<75 µm,TOS,9.12
2007190301,16/08/2009,-14.6808,134.5749,NT, ,,2007190301001 Fine,<75 µm,TOS,9.47
2007190301,16/08/2009,-14.6808,134.5749,NT, ,,2007190301002 Fine,<75 µm,BOS,6.94
