MEASURE,Measure,REGIONTYPE,Geography Level,ASGS_2016,Region,FREQUENCY,Frequency,TIME,Time,Value,Flag Codes,Flags
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011052,Sandover - Plenty,A,Annual,2001,2001,4163,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011052,Sandover - Plenty,A,Annual,2002,2002,4385,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011052,Sandover - Plenty,A,Annual,2003,2003,4504,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011052,Sandover - Plenty,A,Annual,2004,2004,4585,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011052,Sandover - Plenty,A,Annual,2005,2005,4655,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011052,Sandover - Plenty,A,Annual,2006,2006,4650,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011052,Sandover - Plenty,A,Annual,2007,2007,4595,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011052,Sandover - Plenty,A,Annual,2008,2008,4555,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011052,Sandover - Plenty,A,Annual,2009,2009,4498,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011052,Sandover - Plenty,A,Annual,2010,2010,4430,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011052,Sandover - Plenty,A,Annual,2011,2011,4319,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011052,Sandover - Plenty,A,Annual,2012,2012,4461,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011052,Sandover - Plenty,A,Annual,2013,2013,4586,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011052,Sandover - Plenty,A,Annual,2014,2014,4597,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011052,Sandover - Plenty,A,Annual,2015,2015,4594,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011052,Sandover - Plenty,A,Annual,2016,2016,4568,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011052,Sandover - Plenty,A,Annual,2017,2017,4532,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011052,Sandover - Plenty,A,Annual,2018,2018,4548,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011053,Tanami,A,Annual,2001,2001,3797,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011053,Tanami,A,Annual,2002,2002,3665,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011053,Tanami,A,Annual,2003,2003,3509,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011053,Tanami,A,Annual,2004,2004,3395,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011053,Tanami,A,Annual,2005,2005,3278,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011053,Tanami,A,Annual,2006,2006,3220,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011053,Tanami,A,Annual,2007,2007,3247,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011053,Tanami,A,Annual,2008,2008,3285,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011053,Tanami,A,Annual,2009,2009,3337,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011053,Tanami,A,Annual,2010,2010,3365,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011053,Tanami,A,Annual,2011,2011,3366,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011053,Tanami,A,Annual,2012,2012,3329,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011053,Tanami,A,Annual,2013,2013,3286,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011053,Tanami,A,Annual,2014,2014,3230,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011053,Tanami,A,Annual,2015,2015,3202,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011053,Tanami,A,Annual,2016,2016,3095,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011053,Tanami,A,Annual,2017,2017,3104,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011053,Tanami,A,Annual,2018,2018,3172,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011054,Yuendumu - Anmatjere,A,Annual,2001,2001,2475,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011054,Yuendumu - Anmatjere,A,Annual,2002,2002,2476,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011054,Yuendumu - Anmatjere,A,Annual,2003,2003,2469,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011054,Yuendumu - Anmatjere,A,Annual,2004,2004,2462,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011054,Yuendumu - Anmatjere,A,Annual,2005,2005,2456,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011054,Yuendumu - Anmatjere,A,Annual,2006,2006,2457,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011054,Yuendumu - Anmatjere,A,Annual,2007,2007,2447,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011054,Yuendumu - Anmatjere,A,Annual,2008,2008,2439,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011054,Yuendumu - Anmatjere,A,Annual,2009,2009,2420,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011054,Yuendumu - Anmatjere,A,Annual,2010,2010,2397,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011054,Yuendumu - Anmatjere,A,Annual,2011,2011,2374,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011054,Yuendumu - Anmatjere,A,Annual,2012,2012,2404,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011054,Yuendumu - Anmatjere,A,Annual,2013,2013,2449,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011054,Yuendumu - Anmatjere,A,Annual,2014,2014,2429,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011054,Yuendumu - Anmatjere,A,Annual,2015,2015,2408,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011054,Yuendumu - Anmatjere,A,Annual,2016,2016,2363,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011054,Yuendumu - Anmatjere,A,Annual,2017,2017,2362,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702011054,Yuendumu - Anmatjere,A,Annual,2018,2018,2382,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70202,Barkly,A,Annual,2001,2001,6041,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70202,Barkly,A,Annual,2002,2002,5955,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70202,Barkly,A,Annual,2003,2003,5871,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70202,Barkly,A,Annual,2004,2004,5858,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70202,Barkly,A,Annual,2005,2005,5988,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70202,Barkly,A,Annual,2006,2006,6110,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70202,Barkly,A,Annual,2007,2007,6240,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70202,Barkly,A,Annual,2008,2008,6395,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70202,Barkly,A,Annual,2009,2009,6502,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70202,Barkly,A,Annual,2010,2010,6555,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70202,Barkly,A,Annual,2011,2011,6563,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70202,Barkly,A,Annual,2012,2012,6539,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70202,Barkly,A,Annual,2013,2013,6486,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70202,Barkly,A,Annual,2014,2014,6352,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70202,Barkly,A,Annual,2015,2015,6276,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70202,Barkly,A,Annual,2016,2016,6153,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70202,Barkly,A,Annual,2017,2017,6134,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70202,Barkly,A,Annual,2018,2018,6115,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021055,Barkly,A,Annual,2001,2001,2955,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021055,Barkly,A,Annual,2002,2002,2898,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021055,Barkly,A,Annual,2003,2003,2815,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021055,Barkly,A,Annual,2004,2004,2770,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021055,Barkly,A,Annual,2005,2005,2778,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021055,Barkly,A,Annual,2006,2006,2803,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021055,Barkly,A,Annual,2007,2007,2849,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021055,Barkly,A,Annual,2008,2008,2913,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021055,Barkly,A,Annual,2009,2009,2977,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021055,Barkly,A,Annual,2010,2010,3018,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021055,Barkly,A,Annual,2011,2011,3050,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021055,Barkly,A,Annual,2012,2012,3020,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021055,Barkly,A,Annual,2013,2013,2988,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021055,Barkly,A,Annual,2014,2014,2946,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021055,Barkly,A,Annual,2015,2015,2934,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021055,Barkly,A,Annual,2016,2016,2857,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021055,Barkly,A,Annual,2017,2017,2862,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021055,Barkly,A,Annual,2018,2018,2863,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021056,Tennant Creek,A,Annual,2001,2001,3086,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021056,Tennant Creek,A,Annual,2002,2002,3057,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021056,Tennant Creek,A,Annual,2003,2003,3056,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021056,Tennant Creek,A,Annual,2004,2004,3088,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021056,Tennant Creek,A,Annual,2005,2005,3210,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021056,Tennant Creek,A,Annual,2006,2006,3307,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021056,Tennant Creek,A,Annual,2007,2007,3391,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021056,Tennant Creek,A,Annual,2008,2008,3482,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021056,Tennant Creek,A,Annual,2009,2009,3525,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021056,Tennant Creek,A,Annual,2010,2010,3537,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021056,Tennant Creek,A,Annual,2011,2011,3513,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021056,Tennant Creek,A,Annual,2012,2012,3519,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021056,Tennant Creek,A,Annual,2013,2013,3498,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021056,Tennant Creek,A,Annual,2014,2014,3406,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021056,Tennant Creek,A,Annual,2015,2015,3342,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021056,Tennant Creek,A,Annual,2016,2016,3296,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021056,Tennant Creek,A,Annual,2017,2017,3272,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702021056,Tennant Creek,A,Annual,2018,2018,3252,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70203,Daly - Tiwi - West Arnhem,A,Annual,2001,2001,14731,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70203,Daly - Tiwi - West Arnhem,A,Annual,2002,2002,14804,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70203,Daly - Tiwi - West Arnhem,A,Annual,2003,2003,14875,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70203,Daly - Tiwi - West Arnhem,A,Annual,2004,2004,15014,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70203,Daly - Tiwi - West Arnhem,A,Annual,2005,2005,15301,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70203,Daly - Tiwi - West Arnhem,A,Annual,2006,2006,15651,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70203,Daly - Tiwi - West Arnhem,A,Annual,2007,2007,16056,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70203,Daly - Tiwi - West Arnhem,A,Annual,2008,2008,16574,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70203,Daly - Tiwi - West Arnhem,A,Annual,2009,2009,17218,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70203,Daly - Tiwi - West Arnhem,A,Annual,2010,2010,17741,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70203,Daly - Tiwi - West Arnhem,A,Annual,2011,2011,18099,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70203,Daly - Tiwi - West Arnhem,A,Annual,2012,2012,18277,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70203,Daly - Tiwi - West Arnhem,A,Annual,2013,2013,18470,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70203,Daly - Tiwi - West Arnhem,A,Annual,2014,2014,18234,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70203,Daly - Tiwi - West Arnhem,A,Annual,2015,2015,18133,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70203,Daly - Tiwi - West Arnhem,A,Annual,2016,2016,17949,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70203,Daly - Tiwi - West Arnhem,A,Annual,2017,2017,17912,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70203,Daly - Tiwi - West Arnhem,A,Annual,2018,2018,17902,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031057,Alligator,A,Annual,2001,2001,3879,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031057,Alligator,A,Annual,2002,2002,3869,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031057,Alligator,A,Annual,2003,2003,3923,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031057,Alligator,A,Annual,2004,2004,3968,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031057,Alligator,A,Annual,2005,2005,4051,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031057,Alligator,A,Annual,2006,2006,4170,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031057,Alligator,A,Annual,2007,2007,4283,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031057,Alligator,A,Annual,2008,2008,4424,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031057,Alligator,A,Annual,2009,2009,4592,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031057,Alligator,A,Annual,2010,2010,4730,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031057,Alligator,A,Annual,2011,2011,4830,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031057,Alligator,A,Annual,2012,2012,4882,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031057,Alligator,A,Annual,2013,2013,4964,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031057,Alligator,A,Annual,2014,2014,4896,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031057,Alligator,A,Annual,2015,2015,4895,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031057,Alligator,A,Annual,2016,2016,4877,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031057,Alligator,A,Annual,2017,2017,4838,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031057,Alligator,A,Annual,2018,2018,4779,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031058,Daly,A,Annual,2001,2001,2172,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031058,Daly,A,Annual,2002,2002,2139,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031058,Daly,A,Annual,2003,2003,2043,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031058,Daly,A,Annual,2004,2004,2006,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031058,Daly,A,Annual,2005,2005,2019,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031058,Daly,A,Annual,2006,2006,2025,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031058,Daly,A,Annual,2007,2007,2049,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031058,Daly,A,Annual,2008,2008,2089,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031058,Daly,A,Annual,2009,2009,2159,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031058,Daly,A,Annual,2010,2010,2213,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031058,Daly,A,Annual,2011,2011,2237,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031058,Daly,A,Annual,2012,2012,2209,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031058,Daly,A,Annual,2013,2013,2166,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031058,Daly,A,Annual,2014,2014,2119,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031058,Daly,A,Annual,2015,2015,2096,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031058,Daly,A,Annual,2016,2016,2035,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031058,Daly,A,Annual,2017,2017,2032,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031058,Daly,A,Annual,2018,2018,2036,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031059,Thamarrurr,A,Annual,2001,2001,1711,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031059,Thamarrurr,A,Annual,2002,2002,1797,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031059,Thamarrurr,A,Annual,2003,2003,1898,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031059,Thamarrurr,A,Annual,2004,2004,1982,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031059,Thamarrurr,A,Annual,2005,2005,2092,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031059,Thamarrurr,A,Annual,2006,2006,2207,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031059,Thamarrurr,A,Annual,2007,2007,2298,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031059,Thamarrurr,A,Annual,2008,2008,2398,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031059,Thamarrurr,A,Annual,2009,2009,2507,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031059,Thamarrurr,A,Annual,2010,2010,2593,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031059,Thamarrurr,A,Annual,2011,2011,2662,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031059,Thamarrurr,A,Annual,2012,2012,2713,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031059,Thamarrurr,A,Annual,2013,2013,2752,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031059,Thamarrurr,A,Annual,2014,2014,2785,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031059,Thamarrurr,A,Annual,2015,2015,2806,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031059,Thamarrurr,A,Annual,2016,2016,2830,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031059,Thamarrurr,A,Annual,2017,2017,2853,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031059,Thamarrurr,A,Annual,2018,2018,2880,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031060,Tiwi Islands,A,Annual,2001,2001,2523,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031060,Tiwi Islands,A,Annual,2002,2002,2490,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031060,Tiwi Islands,A,Annual,2003,2003,2452,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031060,Tiwi Islands,A,Annual,2004,2004,2425,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031060,Tiwi Islands,A,Annual,2005,2005,2428,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031060,Tiwi Islands,A,Annual,2006,2006,2432,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031060,Tiwi Islands,A,Annual,2007,2007,2522,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031060,Tiwi Islands,A,Annual,2008,2008,2643,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031060,Tiwi Islands,A,Annual,2009,2009,2777,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031060,Tiwi Islands,A,Annual,2010,2010,2900,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031060,Tiwi Islands,A,Annual,2011,2011,2970,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031060,Tiwi Islands,A,Annual,2012,2012,2986,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031060,Tiwi Islands,A,Annual,2013,2013,3001,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031060,Tiwi Islands,A,Annual,2014,2014,2902,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031060,Tiwi Islands,A,Annual,2015,2015,2848,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031060,Tiwi Islands,A,Annual,2016,2016,2777,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031060,Tiwi Islands,A,Annual,2017,2017,2762,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031060,Tiwi Islands,A,Annual,2018,2018,2753,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031061,West Arnhem,A,Annual,2001,2001,4446,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031061,West Arnhem,A,Annual,2002,2002,4509,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031061,West Arnhem,A,Annual,2003,2003,4559,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031061,West Arnhem,A,Annual,2004,2004,4633,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031061,West Arnhem,A,Annual,2005,2005,4711,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031061,West Arnhem,A,Annual,2006,2006,4817,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031061,West Arnhem,A,Annual,2007,2007,4904,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031061,West Arnhem,A,Annual,2008,2008,5020,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031061,West Arnhem,A,Annual,2009,2009,5183,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031061,West Arnhem,A,Annual,2010,2010,5305,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031061,West Arnhem,A,Annual,2011,2011,5400,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031061,West Arnhem,A,Annual,2012,2012,5487,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031061,West Arnhem,A,Annual,2013,2013,5587,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031061,West Arnhem,A,Annual,2014,2014,5532,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031061,West Arnhem,A,Annual,2015,2015,5488,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031061,West Arnhem,A,Annual,2016,2016,5430,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031061,West Arnhem,A,Annual,2017,2017,5427,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702031061,West Arnhem,A,Annual,2018,2018,5454,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70204,East Arnhem,A,Annual,2001,2001,13512,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70204,East Arnhem,A,Annual,2002,2002,13663,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70204,East Arnhem,A,Annual,2003,2003,13727,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70204,East Arnhem,A,Annual,2004,2004,13942,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70204,East Arnhem,A,Annual,2005,2005,14454,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70204,East Arnhem,A,Annual,2006,2006,14872,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70204,East Arnhem,A,Annual,2007,2007,15182,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70204,East Arnhem,A,Annual,2008,2008,15527,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70204,East Arnhem,A,Annual,2009,2009,15842,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70204,East Arnhem,A,Annual,2010,2010,16077,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70204,East Arnhem,A,Annual,2011,2011,16101,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70204,East Arnhem,A,Annual,2012,2012,16174,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70204,East Arnhem,A,Annual,2013,2013,16291,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70204,East Arnhem,A,Annual,2014,2014,15795,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70204,East Arnhem,A,Annual,2015,2015,14764,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70204,East Arnhem,A,Annual,2016,2016,14557,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70204,East Arnhem,A,Annual,2017,2017,14518,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,70204,East Arnhem,A,Annual,2018,2018,14519,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702041062,Anindilyakwa,A,Annual,2001,2001,2726,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702041062,Anindilyakwa,A,Annual,2002,2002,2697,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702041062,Anindilyakwa,A,Annual,2003,2003,2661,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702041062,Anindilyakwa,A,Annual,2004,2004,2651,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702041062,Anindilyakwa,A,Annual,2005,2005,2646,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,702041062,Anindilyakwa,A,Annual,2006,2006,2656,,
